"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30712","test_checkout","tests.ui","2026-05-25","broken","2026-05-25","","test_checkout","",""
